250,250,0
245.7747,250,0
241.1718,250,0
236.2039,250,0
230.8835,250,0
225.2232,250,0
219.2357,250,0
212.9334,250,0
206.3291,250,0
199.4352,250,0
192.2645,250,0
184.8293,250,0
177.1424,250,0
169.2164,250,0
161.0638,250,0
152.6971,250,0
144.1291,250,0
135.3723,250,0
126.4392,250,0
117.3425,250,0
108.0948,250,0
98.70855,250,0
89.19646,250,0
79.57108,250,0
69.845,250,0
60.0308,250,0
50.14108,250,0
40.18842,250,0
30.18541,250,0
20.14464,250,0
10.07869,250,0
0.0001490116,250,0
-10.07839,250,0
-20.14434,250,0
-30.18511,250,0
-40.18813,250,0
-50.14079,250,0
-60.03051,250,0
-69.84471,250,0
-79.57079,250,0
-89.19617,250,0
-98.70827,250,0
-108.0945,250,0
-117.3422,250,0
-126.4389,250,0
-135.372,250,0
-144.1288,250,0
-152.6969,250,0
-161.0635,250,0
-169.2161,250,0
-177.1422,250,0
-184.8291,250,0
-192.2642,250,0
-199.435,250,0
-206.3288,250,0
-212.9332,250,0
-219.2354,250,0
-225.223,250,0
-230.8833,250,0
-236.2037,250,0
-241.1716,250,0
-245.7745,250,0
-249.9998,250,0
-250,250,0
-250,245.7747,0
-250,241.1718,0
-250,236.2039,0
-250,230.8835,0
-250,225.2232,0
-250,219.2357,0
-250,212.9334,0
-250,206.3291,0
-250,199.4352,0
-250,192.2645,0
-250,184.8293,0
-250,177.1424,0
-250,169.2164,0
-250,161.0638,0
-250,152.6971,0
-250,144.1291,0
-250,135.3723,0
-250,126.4392,0
-250,117.3425,0
-250,108.0948,0
-250,98.70855,0
-250,89.19646,0
-250,79.57108,0
-250,69.845,0
-250,60.0308,0
-250,50.14108,0
-250,40.18842,0
-250,30.18541,0
-250,20.14464,0
-250,10.07869,0
-250,0.0001490116,0
-250,-10.07839,0
-250,-20.14434,0
-250,-30.18511,0
-250,-40.18813,0
-250,-50.14079,0
-250,-60.03051,0
-250,-69.84471,0
-250,-79.57079,0
-250,-89.19617,0
-250,-98.70827,0
-250,-108.0945,0
-250,-117.3422,0
-250,-126.4389,0
-250,-135.372,0
-250,-144.1288,0
-250,-152.6969,0
-250,-161.0635,0
-250,-169.2161,0
-250,-177.1422,0
-250,-184.8291,0
-250,-192.2642,0
-250,-199.435,0
-250,-206.3288,0
-250,-212.9332,0
-250,-219.2354,0
-250,-225.223,0
-250,-230.8833,0
-250,-236.2037,0
-250,-241.1716,0
-250,-245.7745,0
-250,-249.9998,0
-250,-250,0
-245.7747,-250,0
-241.1718,-250,0
-236.2039,-250,0
-230.8835,-250,0
-225.2232,-250,0
-219.2357,-250,0
-212.9334,-250,0
-206.3291,-250,0
-199.4352,-250,0
-192.2645,-250,0
-184.8293,-250,0
-177.1424,-250,0
-169.2164,-250,0
-161.0638,-250,0
-152.6971,-250,0
-144.1291,-250,0
-135.3723,-250,0
-126.4392,-250,0
-117.3425,-250,0
-108.0948,-250,0
-98.70855,-250,0
-89.19646,-250,0
-79.57108,-250,0
-69.845,-250,0
-60.0308,-250,0
-50.14108,-250,0
-40.18842,-250,0
-30.18541,-250,0
-20.14464,-250,0
-10.07869,-250,0
-0.0001490116,-250,0
10.07839,-250,0
20.14434,-250,0
30.18511,-250,0
40.18813,-250,0
50.14079,-250,0
60.03051,-250,0
69.84471,-250,0
79.57079,-250,0
89.19617,-250,0
98.70827,-250,0
108.0945,-250,0
117.3422,-250,0
126.4389,-250,0
135.372,-250,0
144.1288,-250,0
152.6969,-250,0
161.0635,-250,0
169.2161,-250,0
177.1422,-250,0
184.8291,-250,0
192.2642,-250,0
199.435,-250,0
206.3288,-250,0
212.9332,-250,0
219.2354,-250,0
225.223,-250,0
230.8833,-250,0
236.2037,-250,0
241.1716,-250,0
245.7745,-250,0
249.9998,-250,0
250,-250,0
250,-245.7747,0
250,-241.1718,0
250,-236.2039,0
250,-230.8835,0
250,-225.2232,0
250,-219.2357,0
250,-212.9334,0
250,-206.3291,0
250,-199.4352,0
250,-192.2645,0
250,-184.8293,0
250,-177.1424,0
250,-169.2164,0
250,-161.0638,0
250,-152.6971,0
250,-144.1291,0
250,-135.3723,0
250,-126.4392,0
250,-117.3425,0
250,-108.0948,0
250,-98.70855,0
250,-89.19646,0
250,-79.57108,0
250,-69.845,0
250,-60.0308,0
250,-50.14108,0
250,-40.18842,0
250,-30.18541,0
250,-20.14464,0
250,-10.07869,0
250,-0.0001490116,0
250,10.07839,0
250,20.14434,0
250,30.18511,0
250,40.18813,0
250,50.14079,0
250,60.03051,0
250,69.84471,0
250,79.57079,0
250,89.19617,0
250,98.70827,0
250,108.0945,0
250,117.3422,0
250,126.4389,0
250,135.372,0
250,144.1288,0
250,152.6969,0
250,161.0635,0
250,169.2161,0
250,177.1422,0
250,184.8291,0
250,192.2642,0
250,199.435,0
250,206.3288,0
250,212.9332,0
250,219.2354,0
250,225.223,0
250,230.8833,0
250,236.2037,0
250,241.1716,0
250,245.7745,0
250,249.9998,0
