-400,0,0
-395.8808,0,0
-391.5264,0,0
-386.9416,0,0
-382.1312,0,0
-377.1,0,0
-371.8528,0,0
-366.3944,0,0
-360.7296,0,0
-354.8632,0,0
-348.8,0,0
-342.5448,0,0
-336.1024,0,0
-329.4776,0,0
-322.6752,0,0
-315.7,0,0
-308.5568,0,0
-301.2504,0,0
-293.7856,0,0
-286.1672,0,0
-278.4,0,0
-270.4888,0,0
-262.4384,0,0
-254.2536,0,0
-245.9392,0,0
-237.5,0,0
-228.9408,0,0
-220.2664,0,0
-211.4816,0,0
-202.5912,0,0
-193.6,0,0
-184.5128,0,0
-175.3344,0,0
-166.0696,0,0
-156.7233,0,0
-147.3001,0,0
-137.8049,0,0
-128.2425,0,0
-118.6177,0,0
-108.9353,0,0
-99.20011,0,0
-89.41692,0,0
-79.59053,0,0
-69.72574,0,0
-59.82735,0,0
-49.90016,0,0
-39.94897,0,0
-29.97858,0,0
-19.99379,0,0
-9.999399,0,0
-0.0002086163,0,0
9.999012,0,0
19.9934,0,0
29.97819,0,0
39.94859,0,0
49.89978,0,0
59.82697,0,0
69.72536,0,0
79.59015,0,0
89.41654,0,0
99.19973,0,0
108.9349,0,0
118.6173,0,0
128.2421,0,0
137.8045,0,0
147.2997,0,0
156.7229,0,0
166.0693,0,0
175.3341,0,0
184.5125,0,0
193.5997,0,0
202.5909,0,0
211.4813,0,0
220.2661,0,0
228.9404,0,0
237.4996,0,0
245.9388,0,0
254.2532,0,0
262.438,0,0
270.4884,0,0
278.3996,0,0
286.1668,0,0
293.7852,0,0
301.25,0,0
308.5564,0,0
315.6996,0,0
322.6748,0,0
329.4772,0,0
336.1021,0,0
342.5445,0,0
348.7997,0,0
354.8629,0,0
360.7293,0,0
366.3941,0,0
371.8525,0,0
377.0997,0,0
382.1309,0,0
386.9413,0,0
391.5261,0,0
395.8805,0,0
399.9997,0,0
